chapter,question_type,question,options,answer
3,Multiple Choice,确保党始终总揽全局、协调各方，必须增强政治意识( )，自觉维护党中央权威和集中统一领导，自觉在思想上政治上行动上同党中央保持高度一致。,A. 中心意识;B. 核心意识;C. 看齐意识;D. 大局意识,BCD
3,Multiple Choice,党的领导是全面的，体现在(  )。,A. 领导过程要全面;B. 领导内容要全面;C. 领导方法要全面;D. 领导对象要全面覆盖,ABCD
3,Multiple Choice,党的领导制度是一个系统完备、内涵丰富的制度体系，主要包括( )。,A. 完善坚定维护党中央权威和集中统一领导的各项制度.;B. 完善全面从严治党制度;C. 建立不忘初心、牢记使命的制度;D. 健全为人民执政、靠人民执政各项制度,ABCD
3,Multiple Choice,健全党的全面领导制度，必须( )。,A. 必须完善党协调各方的机制;B. 必须完善党在各种组织中发挥领导作用的制度;C. 必须完善党领导各项事业的具体制度;D. 必须完善人民代表大会制度,ABC
3,True or False,加强和维护党中央权威和集中统一领导，是全党共同的政治责任，是党和国家事业发展的必然要求。,A. 对;B. 错,A
3,True or False,党的领导是全面的，所以，党组织包揽包办一切事情。,A. 对;B. 错,B
3,True or False,坚持党中央权威和集中统一领导，就可以不讲民主集中制。,A. 对;B. 错,B
3,True or False,坚持和完善党的领导，是党和国家的根本所在、命脉所在，是全国各族人民的利益所在、幸福所在。,A. 对;B. 错,A
3,True or False,党的全面领导既坚持党的集中统一领导原则，坚持党是最高政治领导力量，又坚持民主集中制、发扬党内民主，坚持党的领导与人民当家作主、依法治国有机统一。,A. 对;B. 错,A
4,Single Choice,( )胜利是靠老百姓用小推车推出来的。,A. 辽沈战役;B. 平津战役;C. 淮海战役;D. 渡江战役,C
4,Single Choice,党依靠()，推动党和国家事业发生历史性变革、取得历史性成就，推动中国特色社会主义进入新时代。,A. 民族;B. 国家;C. 单位;D. 人民,D
4,Single Choice,实现全体人民共同富裕的宏伟目标，最终靠的是( )。,A. 革命;B. 发展;C. 伟大斗争;D. 人民,B
4,Single Choice,( )是我们党执政的最大底气，也是党执政最为深厚的根基。,A. 无产阶级专政;B. 以人民为中心;C. 群众路线;D. 人民,D
4,Single Choice,( )是中国共产党的根本政治立场，是马克思主义政党区别于其他政党的显著标志。,A. 人民立场;B. 历史唯物主义;C. 英雄;D. 辩证唯物主义,A
4,Single Choice,( )是中国特色社会主义的本质要求，是中国式现代化的重要特征。,A. 区域协调发展;B. 公平正义;C. 共同富裕;D. 发展生产力,C
4,Single Choice,共同富裕是一个长远目标，需要一个过程，不可能一蹴而就，到本世纪中叶()。,A. 全体人民共同富裕迈出坚实步伐;B. 全体人民共同富裕基本实现;C. 全体人民共同富裕全面实现;D. 全体人民共同富裕取得更为明显的实质性进展,B
4,Single Choice,( )是最大的政治，决定事业兴衰成败。,A. 现代化建设;B. 民生;C. 民族复兴;D. 民心,D
4,Single Choice,( )始终是党的生命线和根本工作路线，是我们党永葆青春活力和战斗力的重要传家宝。,A. 实事求是;B. 独立自主;C. 群众路线;D. 解放思想,C
4,Single Choice,中国共产党的奋斗史是一部( )的历史。,A. 阶级斗争;B. 为人民谋幸福;C. 不断深化改革、扩大开放;D. 自我革命,B
4,Single Choice,我们深入贯彻以人民为中心的发展思想，在幼有所育、学有所教、劳有所得、病有所医、老有所养、住有所居、弱有所扶上持续用力，人民生活全方位改善。人民群众获得感、幸福感、安全感更加充实、更有保障、更可持续，( )取得新成效。,A. 共同富裕;B. 社会主义经济建设;C. 共建共享;D. 社会主义现代化建设,A
4,Single Choice,我们党发展壮大的一条重要经验，始终把政治智慧的增长、执政本领的增强深深扎根于( )。,A. 中国优秀的传统文化;B. 科学的理论;C. 历史的经验;D. 人民的创造性实践中,D
4,Single Choice,我们坚持把( )作为现代化建设的出发点和落脚点。,A. 发展生产力;B. 党的领导地位;C. 实现人民对美好生活的向往;D. 发展全过程人民民主,C
4,Single Choice,马克思主义政党始终将( )作为自己的最高利益。,A. 特殊利益集团;B. 特殊权势群体;C. 最广大人民群众的根本利益;D. 特权阶层,C
4,Single Choice,下面哪句话体现了习近平总书记的人民情怀( )。,A. 一定鞠躬尽瘁、死而后已，一定做到“苟利国家生死以，岂因祸福避趋之”;B. 我将无我，不负人民;C. 我是人民的儿子，我深情的爱着我的祖国和人民;D. 先天下之忧而忧，后天下之乐而乐,B
4,Multiple Choice,治国有常，利民为本。为民造福是( )、( )的本质要求。,A. 国家富强;B. 立党为公;C. 民族复兴;D. 执政为民,BD
4,Multiple Choice,以人民为中心是我们党( )、( )的生动体现，是( )的时代彰显。,A. 全心全意为人民服务;B. 执政为民;C. 立党为公;D. 国家性质,ABC
4,Multiple Choice,贯彻党的群众路线，( )是基础、是前提，( )是重点、是关键。,A. 调查;B. 落实;C. “行”;D. “知”,CD
4,Multiple Choice,中国共产党从来不代表()，()，()，这是中国共产党立于不败之地的根本所在。,A. 任何少数群体的利益;B. 任何特权阶层的利益;C. 任何利益集团的利益;D. 任何权势团体的利益,BCD
4,Multiple Choice,不忘初心、牢记使命，说到底是( )、( )的问题。,A. 为什么人;B. 靠什么人;C. 服务谁;D. 联系谁,AB
4,Multiple Choice,人民是我们党的( )、( )、( )。,A. 成功之本;B. 生命之根;C. 力量之源;D. 执政之基,BCD
4,Multiple Choice,坚持人民立场，就要()、()、()。,A. 尊重人民;B. 依靠人民;C. 热爱人民;D. 敬畏人民,ACD
4,Multiple Choice,以人民为中心的发展思想，不是高高在上的宣传口号，绝对不能只停留在口头上，要全方位贯穿于经济社会发展的各个环节，体现在人民群众()、()、()的扎实提升上。,A. 正义感;B. 安全感;C. 幸福感;D. 获得感,BCD
4,Multiple Choice,人民是历史的创造者，是决定党和国家前途命运的根本力量。我们党()人民、()人民、( )人民，一旦脱离群众，就会失去生命力。,A. 依靠;B. 来自;C. 植根;D. 服务,BCD
4,Multiple Choice,坚持以人民为中心的发展思想，就要在高质量发展中促进共同富裕，做到发展( )、发展( )、发展( )。,A. 成果由人民共享;B. 为了人民;C. 依靠人民;D. 服务人民,ABC
4,Multiple Choice,党的执政水平和执政成效都不是由自己说了算， 必须而且只能由人民来评判，最终都要看人民是否真正得到了( )，人民生活是否真正得到( )，人民权益是否真正得到了( ) 。,A. 实惠;B. 保障;C. 利益;D. 改善,ABD
4,Multiple Choice,不论过去、现在和将来，我们都要坚持()，()，()，把党的正确主张变为群众的自觉行动。,A. 发展成果同群众共享;B. 一切为了群众;C. 从群众中来、到群众中去;D. 一切依靠群众,BCD
4,Multiple Choice,中国共产党()在人民、()在人民、()在人民。,A. 力量;B. 血脉;C. 立场;D. 根基,ABD
4,Multiple Choice,中国共产党摆脱了以往一切政治力量追求()的局限，一经诞生就把()、()确立为自己的初心使命。,A. 国家整体利益;B. 为中国人民谋幸福;C. 自身特殊利益;D. 为中华民族谋复兴,BCD
4,Multiple Choice,进入新时代，人民美好生活需要日益广泛，不仅对(  )提出了更高要求，而且在( )、法治、( )、正义、( )、环境等方面的要求日益增长。,A. 物质文化生活;B. 安全;C. 民主;D. 公平,ABCD
4,True or False,统一战线始终是党的生命线和根本工作路线，是我们党永葆青春活力和战斗力的重要传家宝。,A. 对;B. 错,B
4,True or False,我们说的共同富裕是全体人民共同富裕，是人民群众物质生活和精神生活都富裕，是整齐划一的平均主义，不是少数人的富裕。,A. 对;B. 错,B
4,True or False,中国共产党在追求自身党派利益的同时代表广大人民群众的利益。,A. 对;B. 错,B
4,True or False,调查研究是获得真知灼见的源头活水，是贯彻群众路线的有效途径。,A. 对;B. 错,A
4,True or False,共同富裕与人的全面发展是内在统一的，二者互相促进，共同发展。,A. 对;B. 错,A
5,Single Choice,全面深化改革的总目标是(  )。,A. 建设美丽中国，完善生态文明体制;B. 建立市场在资源配置中起决定性作用的经济体制;C. 建设更好保障和改善民生、促进社会公平正义的社会体制;D. 完善和发展中国特色社会主义制度、推进国家治理体系和治理能力现代化,D
5,Single Choice,全面深化改革必须始终站稳(  )立场，坚持以(  )为中心的改革价值取向。,A. 质量;B. 制度;C. 发展;D. 人民,D
5,Single Choice,(  )是经济社会发展的强大动力。,A. 稳定;B. 发展;C. 改革;D. 开放,C
5,Single Choice,全面深化改革必须注重改革的(  )。,A. 系统性、整体性、细节性;B. 系统性、细节性、协同性;C. 细节性、整体性、协同性;D. 系统性、整体性、协同性,D
5,Single Choice,全面深化改革总目标是一个内涵丰富的有机整体，其中(  )规定了在根本方向指引下完善和发展中国特色社会主义制度的鲜明指向。,A. 完善和发展中国特色社会主义制度;B. 推动各方面制度更加成熟更加定型;C. 推进国家治理体系和治理能力现代化;D. 发挥中国特色社会主义制度的优越性,C
5,Single Choice,哪次会议对全面深化改革作出顶层设计和全面部署，提出了全面深化改革的总目标。,A. 十八届三中全会;B. 十九届六中全会;C. 十九届七中全会;D. 十一届三中全会,A
5,Single Choice,(  )是决定当代中国前途命运的关键一招。,A. 改革开放;B. 依法治国;C. 深化改革;D. 中国特色社会主义道路,A
5,Single Choice,全面深化改革的出发点和落脚点是(  )。,A. 进一步解放和增强社会活力;B. 促进社会公平正义、增进人民福祉;C. 进一步完善社会主义制度;D. 进一步解放和发展社会生产力,B
5,Single Choice,(  )是运用国家制度管理国家各方面事务的能力。,A. 治理体系;B. 管理能力;C. 协调能力;D. 治理能力,D
5,Single Choice,必须以(  )为引领，统筹推进各领域各方面改革开放。,A. 重要领域和关键环节;B. 全面深化改革总目标;C. 经济体制改革;D. 制度建设,B
5,Single Choice,(  )是解决一切经济社会问题的关键。,A. 改革;B. 开放;C. 稳定;D. 发展,D
5,Single Choice,深化经济体制改革要充分发挥( )在资源配置中的决定性作用，更好发挥政府作用，推动有效市场和有为政府更好结合。,A. 科技;B. 创新;C. 市场;D. 政府,C
5,Single Choice,(  )会议对新时代全面深化改革勾勒出更加清晰的顶层设计。,A. 十九届六中全会;B. 十九届五中全会;C. 十九届四中全会;D. 十九届三中全会,C
5,Single Choice,(  )是推动人类社会发展最活跃最具革命性的因素。,A. 上层建筑;B. 经济基础;C. 生产力;D. 生产关系,C
5,Single Choice,(  )开启了改革开放和社会主义现代化建设历史新时期。,A. 七届二中全会;B. 十九届六中全会;C. 十八届三中全会;D. 十一届三中全会,D
5,Multiple Choice,改革开放要坚守政治原则和底线，不是改弦易张。这里面最核心的是( )、( )，偏离了这一条，那就南辕北辙了。,A. 坚持和改善党的领导;B. 建成社会主义现代化国家;C. 坚持和改善人民代表大会制度;D. 坚持和完善中国特色社会主义制度,AD
5,Multiple Choice,下面(  )是全面深化改革开放必须坚持的正确方法。,A. 胆子要大，步子要稳;B. 增强全面深化改革的系统性、整体性、协同性;C. 加强顶层设计和摸着石头过河相结合;D. 统筹改革发展稳定,ABCD
5,Multiple Choice,当前，之所以要全面深化改革开放 ，是因为(  )。,A. 科技创新能力不强;B. 城乡区域发展差距和居民收入分配差距依然较大;C. 发展中不平衡、不协调、不可持续问题依然突出;D. 产业结构不合理，发展方式依然粗放,ABCD
5,Multiple Choice,党的十八大以来，我国全面开放新举措是(  )。,A. 推进贸易强国建设;B. 积极营造国际一流营商环境;C. 推进一带一路建设;D. 优化区域开放布局,ABCD
5,Multiple Choice,中央全面深化改革委员会，负责对改革()。,A. 总体设计;B. 整体推进;C. 统筹协调;D. 督促落实,ABCD
5,Multiple Choice,"党的十一届三中全会来，我国创造了( )两大奇迹,极大地改变了中国的面貌。",A. 经济快速发展;B. 民族团结;C. 社会长期稳定;D. 新四大发明,AC
5,Multiple Choice,习近平强调:我们的改革开放是有方向、有立场、有原则的。要求改革开放( )。,A. 必须坚持以人民为中心，促进社会公平正义、增进人民福祉;B. 必须在法治轨道上推进改革，不得通过修改法律的方式推进改革;C. 必须坚持和改善党的全面领导、坚持和完善中国特色社会主义制度;D. 必须有利于进一步解放思想、进一步解放和发展社会生产力、进一步解放和增强社会活力,ACD
5,Multiple Choice,深化政治体制改革，要紧紧围绕坚持()、()、()的有机统一。,A. 党的领导;B. 人民当家作主;C. 以德治国;D. 依法治国,ABD
5,Multiple Choice,改革开放是(  )。,A. 决定当代中国命运的关键一招;B. 坚持和发展中国特色社会主义的必由之路;C. 完成新时代目标任务的必然要求;D. 党和人民大踏步赶上时代的重要法宝,ABCD
5,Multiple Choice,全面深化改革要在哪些领域发力。( ),A. 深化文化体制改革;B. 要深化社会主义市场经济体制改革;C. 健全加强党的全面领导、全面从严治党制度;D. 深化人民当家作主制度体系改革,ABCD
5,Multiple Choice,全面深化改革开放，必须(   )。,A. 勇于破除一切不合时宜的观念，深入贯彻新理念新思想新战略;B. 勇于破解我国开放型经济体制建设中的突出问题，积极适应经济全球化新趋势。;C. 勇于破除根本制度、基本制度障碍，构建系统完备、科学规范、运行有效的制度体系;D. 勇于打破部门利益、行业利益、本位思想，服从国家整体利益,ABD
5,Multiple Choice,国家治理体系和治理能力是一个国家制度和制度执行能力的集中体现。下列说法正确的是(  )。,A. 国家治理能力可以不依赖国家制度，但国家治理体系必须依赖国家治理能力;B. 国家治理能力是运用国家制度管理社会各方面事务的能力;C. 国家治理体系是在党领导下管理国家的制度体系;D. 国家治理体系和治理能力是一个有机整体，相辅相成,BCD
5,Multiple Choice,在全面深化改革中，要增强改革的(   )。,A. 整体性;B. 同一性;C. 系统性;D. 协同性,ACD
5,Multiple Choice,推进国家治理体系和治理能力现代化，( )。,A. 必须把中国特色社会主义制度优势转化为国家治理效能;B. 必须更好发挥中国特色社会主义制度优势;C. 必须坚定中国特色社会主义制度自信;D. 这是一个国家现代化的重要标志,ABCD
5,Multiple Choice,关于全面深化改革总目标，下列说法正确的是( )。,A. 完善和发展中国特色社会主义制度，明确了改革的鲜明指向和时代要求;B. 推进国家治理体系和治理能力现代化，明确了改革的鲜明指向和时代要求;C. 完善和发展中国特色社会主义制度，规定了改革的根本方向;D. 推进国家治理体系和治理能力现代化，规定了改革的根本方向,BC
5,True or False,中国对外开放，不是要一家唱独角戏，而是要欢迎各方共同参与;不是要谋求势力范围，而是要支持各国共同发展;不是要营造自己的后花园，而是要建设各国共享的百花园(   )。,A. 对;B. 错,A
5,True or False,凡属重大改革不必于法有据，需要修改法律的可以不用先修改法律，先破后立(  )。,A. 对;B. 错,B
5,True or False,党的十一届三中全会是划时代的，党的十八届三中全会也是划时代的(  )。,A. 对;B. 错,A
5,True or False,改革开放是决定当代中国前途命运的关键一招(  ) 。,A. 对;B. 错,A
5,True or False,改革是由问题倒逼而产生，改革进程中的矛盾只能用改革的办法来解决(   )。,A. 对;B. 错,A
6,Single Choice,要保持经济社会发展稳定性，坚持稳中求进工作总基调，以()为主线。,A. 大力发展市场经济;B. 深化国有企业改革;C. 深化供给侧结构性改革;D. 提高资源配置效率和公平性,C
6,Single Choice,党的十八大以来，我国经济已由高速增长阶段转向()阶段。,A. 高质量发展;B. 强动力转换;C. 世界级市场;D. 高水平开放,A
6,Single Choice,我国发展的战略目标是( )。,A. 建设区域协调发展的经济体系;B. 建设城乡一体化经济体系;C. 建设现代化经济体系;D. 建设现代化工业体系,C
6,Single Choice,构建高水平社会主义市场经济体制，关键是要()。,A. 处理好当前利益和长远利益的关系;B. 处理好效率和公平的关系;C. 处理好中国和外国的关系;D. 处理好政府和市场的关系,D
6,Single Choice,国有企业是中国特色社会主义的重要物质基础和政治基础，关系()地位的巩固，关系我们党的执政地位和执政能力，关系我国社会主义制度。,A. 经济体制主体;B. 人民主体;C. 社会发展主体;D. 公有制主体,D
6,Single Choice,新时代我国经济社会发展的鲜明主题是()。,A. 新发展阶段;B. 新发展格局;C. 高质量发展;D. 新发展理念,C
6,Single Choice,()是引领发展的第一动力。,A. 科技;B. 劳动力;C. 资本;D. 创新,D
6,Single Choice,()是新时代我国发展壮大的必由之路。,A. 坚持党的全面领导;B. 贯彻新发展理念;C. 团结奋斗;D. 中国特色社会主义,B
6,Single Choice,()是实现高质量发展的指导原则。,A. 供给侧结构性改革;B. 新发展理念;C. 新发展方位;D. 新发展阶段,B
6,Single Choice,()是发展行动的先导。,A. 发展理念;B. 发展格局;C. 发展策略;D. 发展方向,A
6,Single Choice,()的发展理念，相互融通、相互促进，是具有内在联系的集合体，要统一贯彻，不能顾此失彼，也不能相互替代。,A. 改革、和谐、绿色、开放、共享;B. 创新、协调、绿色、开放、共享;C. 创新、协调、和谐、开放、共享;D. 创新、和谐、绿色、开放、发展,B
6,Single Choice,()是根据我国发展阶段、发展环境、条件变化提出来的，是推动高质量发展的战略基点，是关系我国发展全局的重大战略任务。,A. 新发展时期;B. 新发展格局;C. 新发展阶段;D. 新发展理念,B
6,Single Choice,推动高质量发展，始终坚持质量第一、()优先。,A. 效益;B. 利益;C. 速度;D. 人才,A
6,Single Choice,全面建成小康社会、实现第一个百年奋斗目标之后，我们要乘势而上开启全面建设社会主义现代化国家新征程、向第二个百年奋斗目标进军，这标志着我国进入了一个()。,A. 新发展方位;B. 新发展阶段;C. 新发展时期;D. 新发展格局,B
6,Single Choice,实施乡村振兴战略，下列说法不正确的是()。,A. 坚持农业农村优先发展是总方针;B. 农民富裕是总要求;C. 建立健全城乡融合发展体制机制和政策体系是制度保障;D. 农业农村现代化是总目标,B
6,Multiple Choice,大力推动构建新发展格局，必须()。,A. 着力加快科技自立自强;B. 着力推动产业链供应链优化升级;C. 着力推动实施扩大内需战略同深化供给侧结构性改革有机结合;D. 着力发展实体经济,ABCD
6,Multiple Choice,坚持两个毫不动摇是指()。,A. 毫不动摇鼓励、支持、引导非公有制经济发展;B. 毫不动摇坚持按劳分配为主体、多种分配方式并存;C. 毫不动摇巩固和发展公有制经济;D. 毫不动摇坚持社会主义市场经济体制,AC
6,Multiple Choice,新发展理念具有丰富的科学内涵和具体的实践要求，其中创新是引领发展的第一动力，创新发展注重的是解决发展动力问题，以下各选项正确的是()。,A. 共享是中国特色社会主义的本质要求，共享发展注重的是解决社会公平正义问题;B. 开放是国家繁荣发展的必由之路，开放发展注重的是解决发展内外联动问题;C. 绿色是永续发展的必要条件和人民对美好生活追求的重要体现，绿色发展注重的是解决人与自然和谐共生问题;D. 协调是持续健康发展的内在要求，协调发展注重的是解决发展不平衡问题,ABCD
6,Multiple Choice,公有制经济包括()。,A. 混合所有制经济中的国有成分;B. 混合所有制经济中的集体成分;C. 集体经济;D. 国有经济,ABCD
6,Multiple Choice,公有制经济()。,A. 公有制主体地位不能动摇;B. 是全体人民的宝贵财富;C. 是巩固党的执政地位、坚持我国社会主义制度的重要保证;D. 是我国各族人民共享发展成果的制度性保证,ABCD
6,Multiple Choice,针对国际金融危机后世界经济低迷、我国经济下行压力加大，提出我国经济发展正处在()三期叠加阶段，进入新常态。,A. 结构调整阵痛期;B. 前期刺激政策消化期;C. 重要战略机遇期;D. 增长速度换挡期,ABD
6,Multiple Choice,构建()的新发展格局。,A. 国内国际双循环独立运行;B. 以国际大循环为主体;C. 国内国际双循环相互促进;D. 以国内大循环为主体,CD
6,Multiple Choice,新发展阶段是()。,A. 我国社会主义初级阶段历史进程中的一个重要阶段;B. 全面建成小康社会、实现第一个百年奋斗目标的重要阶段;C. 中国共产党带领人民迎来从站起来、富起来到强起来历史性跨越的新阶段;D. 全面建设社会主义现代化国家、向第二个百年奋斗目标进军的重要阶段,ACD
6,Multiple Choice,高质量发展关系我国社会主义现代化建设全局，具有重大战略意义，包括()。,A. 高质量发展为全面建设社会主义现代化国家提供更为坚实的物质基础;B. 高质量发展是全面建成小康社会的必由之路;C. 高质量发展是维护国家长治久安的必然要求;D. 高质量发展是不断满足人民对美好生活需要的重要保证,ACD
6,Multiple Choice,我国非公有制经济是()。,A. 稳定经济的重要基础;B. 社会主义市场经济的重要组成部分;C. 经济持续健康发展的重要力量;D. 国家税收的重要来源,ABCD
6,Multiple Choice,建设()的高标准市场体系，是充分发挥我国超大规模市场优势的现实需要和必然选择。,A. 竞争有序;B. 治理完善;C. 统一开放;D. 制度完备,ABCD
6,Multiple Choice,促进区域协调发展，()。,A. 是贯彻新发展理念的重要内容，也是实现高质量发展的必然要求;B. 要推进以人为核心的新型城镇化，加快农业转移人口市民化;C. 要求各地区在经济发展上达到同一水平;D. 要深入实施区域协调发展战略、区域重大战略、主体功能区战略,ABD
6,Multiple Choice,物质资料生产过程的四个环节是生产、()、()、()。,A. 流通;B. 分配;C. 交换;D. 消费,BCD
6,Multiple Choice,非公有制经济包括()。,A. 外商投资经济;B. 港澳台投资经济;C. 个体经济和私营经济;D. 混合所有制经济中的非国有成分和非集体成分,ABCD
6,Multiple Choice,构建新发展格局是()。,A. 以全国统一大市场基础上的国内大循环为主体，不是各地都搞自我小循环;B. 把握未来发展主动权的先手棋;C. 开放的国内国际双循环，不是封闭的国内单循环;D. 适应我国发展新阶段要求、塑造国际合作和竞争新优势的必然选择,ABCD
6,True or False,我国经济发展进入新常态，经济面临较大下行压力，我国将不再处于重要战略机遇期。,A. 对;B. 错,B
6,True or False,习近平生态文明思想为推动高质量发展提供了根本遵循。,A. 对;B. 错,B
6,True or False,以习近平同志为核心的党中央提出使市场在资源配置中起指导性作用，更好发挥政府作用。,A. 对;B. 错,B
6,True or False,全面建设社会主义现代化国家，最艰巨最繁重的任务依然在城市，最广泛最深厚的基础依然在城市。,A. 对;B. 错,B
6,True or False,高质量发展是全面建设社会主义现代化国家的首要任务，是遵循经济规律发展的必然要求。,A. 对;B. 错,A
7,Single Choice,(  )是全面建设社会主义现代化国家的坚实基础。,A. 教育;B. 人才;C. 科技;D. 创新,A
7,Single Choice,教育是根本，科技是关键，人才是基础，必须坚持创新是引领发展的(  )。,A. 第一生产要素;B. 第一资源;C. 第一战略目标;D. 第一动力,D
7,Single Choice,发展教育的根本尺度是(  )。,A. 提升社会发展能力;B. 教育公平;C. 改革创新;D. 人民满意,D
7,Single Choice,"科技是国之利器,国家赖之以强,企业赖之以嬴,人民生活赖之以好。中国要强,中国人民生活要好,必须有强大科技。创新始终是一个国家、一个民族发展的不竭动力。科技创新的源头是(    )",A. 关键共性技术、前沿引领技术创新;B. 现代工程技术、颠覆性技术创新;C. 国家战略科技力量;D. 基础研究,D
7,Single Choice,落实立德树人根本任务，必须着力解决好(    )、(    )、(    )的问题，这是教育的根本问题。,A. 培养什么人、怎样培养人、为谁培养人;B. 为谁培养人、培养什么人、怎样培养人;C. 怎样培养人、为谁培养人、培养什么人;D. 培养什么人、为谁培养人、怎样培养人,A
7,Single Choice,(  )是全面建设社会主义现代化国家的强大动力。,A. 科技;B. 创新;C. 人才;D. 教育,A
7,Single Choice,"2023年5月29日,中共中央政治局就建设教育强国进行第五次集体学习。习近平在主持学习时强调,我们要建设的教育强国,是中国特色社会主义教育强国。建设中国特色社会主义教育强国的根本保障是(    )。",A. 立德树人;B. 为党育人、为国育才;C. 坚持党对教育事业的全面领导;D. 支撑引领中国式现代化,C
7,Single Choice,打赢关键核心技术攻坚战，必须深入推进()。,A. 增强自主创新能力;B. 科技体制改革;C. 创新资源有效配置;D. 激发创新主体活力,B
7,Single Choice,2023年5月29日，中共中央政治局就建设教育强国进行第五次集体学习。习近平在主持学习 时强调，我们要建设的教育强国，是中国特色社会主义教育强国。建设教育强国的根本目标是(   ),A. 为党育人、为国育才;B. 立德树人;C. 支撑引领中国式现代化;D. 服务中华⺠族伟大复兴,A
7,Single Choice,"2023年5月29日,中共中央政治局就建设教育强国进行第五次集体学习。习近平在主持学习时强调,我们要建设的教育强国,是中国特色社会主义教育强国。建设中国特色社会主义教育强国的根本任务(   )",A. 支撑引领中国式现代化;B. 立德树人;C. 为党育人、为国育才;D. 服务中华民族伟大复兴,B
7,Single Choice,"教育、科技、人才是全面建设社会主义现代化国家的基础性、战略性支撑。要坚持创新在我国现代化建设全局中的核心地位。党的二十大报告提出的到2035年我国发展的总体目标中,科技的目标是(    )","A. 实现高水平科技自立自强,进入创新型国家行列;B. 实现高水平科技自立自强,进入创新型国家前列;C. 建成世界科技创新强国;D. 科技自立自强能力显著提升",B
7,Single Choice,"2023年5月29日,中共中央政治局就建设教育强国进行第五次集体学习。习近平在主持学习时强调,我们要建设的教育强国,是中国特色社会主义教育强国。建设中国特色社会主义教育强国的重要使命是(    )。",A. 服务中华民族伟大复兴;B. 支撑引领中国式现代化;C. 坚持党对教育事业的全面领导;D. 立德树人,A
7,Single Choice,教育是国之大计、党之大计，是功在当代、利在千秋的德政工程。发展教育的根本尺度是(    ),A. 服务中华⺠族伟大复兴;B. 价值观塑造;C. 人⺠满意;D. 立德树人,C
7,Single Choice,做好人才工作的根本保证是(  )。,A. 坚持党对人才工作的全面领导;B. 坚持热爱人才、支持人才、帮助人才、成就人才;C. 深化人才发展体制机制改革;D. 坚持人才体系政治优势,A
7,Single Choice,(  )是全面建设社会主义现代化国家的有力支撑。,A. 创新;B. 人才;C. 教育;D. 科技,B
7,Multiple Choice,我们坚持发展是第一(  )、创新是第一(  )、人才是第一(  )，确立人才引领发展的战略地位。,A. 要素;B. 资源;C. 动力;D. 要务,BCD
7,Multiple Choice,建设教育强国，(  )。,A. 是促进全体人民共同富裕的有效途径;B. 是实现高水平自立自强的重要支撑;C. 是以中国式现代化全面推进中国民族伟大复兴的基础工程;D. 是全面建成社会主义现代化强国的战略先导,ABCD
7,Multiple Choice,推进教育、科技、人才事业发展，要紧紧围绕全面建设社会主义现代化国家战略需求，尊重教育、科技、人才事业发展客观规律，坚持(   )、坚持(   )、坚持(   )。,A. 人才引领驱动;B. 科技自立自强;C. 教育优先发展;D. 创新驱动发展,ABC
7,Multiple Choice,实现高水平科技自立自强是(   )。,A. 国家强盛和民族复兴的战略基石;B. 满足人民美好生活需要的内在要求;C. 推动高质量发展的内在要求;D. 应对风险挑战和维护国家利益的必然选择;E. 构建新发展格局的内在要求,ABCDE
7,Multiple Choice,坚持党对人才工作的全面领导是做好人才工作的(    )，坚持深化人才发展体制机制改革是做好人才工作的(    )，坚持营造识才爱才敬才用才的环境是做好人才工作的(    )。,A. 社会条件;B. 基本支撑;C. 根本保证;D. 重要保障,ACD
7,Multiple Choice,"全面建设社会主义现代化国家,(  )。",A. 教育是根本;B. 改革是保证;C. 人才是基础;D. 科技是关键,ACD
7,Multiple Choice,如何办好人民满意的教育(      )。,A. 坚持把教师队伍建设作为基础工作;B. 坚持深化教育改革创新;C. 大力促进教育公平;D. 加快建设高质量教育体系;E. 提升教育服务经济社会发展能力,ABCDE
7,Multiple Choice,落实立德树人根本任务，必须着力解决好(    )、(    )、(    )的问题，这是教育的根本问题。,A. 怎样培养人;B. 如何培养人;C. 为谁培养人;D. 培养什么人,ACD
7,Multiple Choice,实施创新驱动发展战略，(  )，让创新成为全社会的共同行动。,A. 要坚持面向国家重大需求、面向人民生命健康;B. 坚决打赢关键核心技术攻坚战;C. 坚持科技创新，增强自主创新能力;D. 要坚持面向世界科技前沿、面向经济主战场,ABCD
7,Multiple Choice,教育优先发展，要做到( )，使我国教育越办越好。,A. 财政资金投入优先保障教育投入;B. 经济社会发展规划优先安排教育发展;C. 公共资源配置优先满足教育和人力资源开发需要;D. 推动健全优先发展教育事业的体制机制,ABCD
7,Multiple Choice,必须坚持教育(   )。,A. 为人民服务;B. 为中国共产党治国理政服务;C. 为改革开放和社会主义现代化建设服务;D. 为巩固和发展中国特色社会主义制度服务,ABCD
7,Multiple Choice,"教育是国之大计、党之大计,是民族振兴、社会进步的基石。建设教育强国是(   )。",A. 促进全体人民共同富裕的有效途径;B. 以中国式现代化全面推进中华民族伟大复兴的基础工程;C. 全面建成社会主义现代化强国的首要任务;D. 实现高水平科技自立自强的重要支撑,ABD
7,Multiple Choice,加快建设科技强国，必须(  )。,A. 加快关键核心技术攻关;B. 发挥新型举国体制优势;C. 完善国家创新体系;D. 坚持走中国特色自主创新道路;E. 实现高水平科技自立自强,ABCDE
